index,split,class,label,file,relative_path,image_sha256,run,seed,support_id,query_id,sequence_group
0,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_191337.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_191337.jpg.jpg,6e2afda72ebd022374ba21e557aa9acce66937cd6dd273a4d6c667bb837c8d8a,1,620,,,
1,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_181815.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_181815.jpg.jpg,2b62d72b0366cf768483ddf411f9d971039ad717759afd32d311b87e8570ef68,1,620,,,
2,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_185433.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_185433.jpg.jpg,1d51204d4d83ca518ad6c682835b50da32646f030fea3f6449cca70a3e7a41dd,1,620,,,
3,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_185751.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_185751.jpg.jpg,3a694a4782821370575a6ee3ea1fd6bb6f7a21e839a07fde59823a5b63693788,1,620,,,
4,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_184432.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_184432.jpg.jpg,ce6d1e1438470cec87dd9cc0425499ffc1e4b91894820a1a7131389d40cd37fb,1,620,,,
5,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182352.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182352.jpg.jpg,65945cbca61936702964e2691d263f0e33105e75e91c871bc6ba022f1a8aed4c,1,620,,,
6,support,Healthy Leaf,0,Healthy Leaf_20241104_192508.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_192508.jpg.jpg,6f9849f4cd740813ccdcaa5abf84064e4734568996891a89463bcb96179a5343,1,620,,,
7,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182541.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182541.jpg.jpg,e9609fd9d348f775637833d3d706b26bcf203bdcdc74c476becf00d2a417df37,1,620,,,
8,support,Healthy Leaf,0,Healthy Leaf_20241104_190823.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_190823.jpg.jpg,d817645e8e6420c099750b644e0e36c58ced576b6ed991a6a91cd909f9609da6,1,620,,,
9,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_192154.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_192154.jpg.jpg,919935e584426b830b02c2e80aa408c06c2898e2f7fd479549abf3f9502f684a,1,620,,,
