index,split,class,label,file,relative_path,image_sha256,run,seed,support_id,query_id,sequence_group
0,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182916.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182916.jpg.jpg,f5e588ca9423f8fccb51cb0fc6e21e75bd46e0231c45c56f6b9cef61996b5d86,3,622,,,
1,support,Healthy Leaf,0,Healthy Leaf_20241104_191500.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_191500.jpg.jpg,54e34c84b9bcc9ae2b86eaf95445b7eba612dc84045a6e346db09e75da411d44,3,622,,,
2,support,Healthy Leaf,0,Healthy Leaf_20241104_183531.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183531.jpg.jpg,ffb33d05bffb04342de7df5c1e3e2f3d06a81cc5dd6296ded52da383a1aeee68,3,622,,,
3,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_192121_1.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_192121_1.jpg.jpg,e67845c78db0ff47ef769ef3c442572f4e5800d5f1eee5cb17477f979b66f4db,3,622,,,
4,support,Healthy Leaf,0,Healthy Leaf_20241104_183852.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183852.jpg.jpg,ef27a6ce97e9beb66d252a30374217aab2f4cd2b168ad7231c90bfd8db50dab4,3,622,,,
5,support,Powdery Mildew,1,White Spot_IMG_20241108_184553.jpg.jpg,Powdery Mildew/White Spot_IMG_20241108_184553.jpg.jpg,3afae04f5f52041a974a4e1a8e2731e5cc0e74d78c21aa1e89851bfe0739982b,3,622,,,
6,support,Powdery Mildew,1,White Spot_IMG_20241108_182919_1.jpg.jpg,Powdery Mildew/White Spot_IMG_20241108_182919_1.jpg.jpg,2c6d7497a9ff13458446141f910a113f16e41ab69df87c4f4afbcf412cd4a2e1,3,622,,,
7,support,Powdery Mildew,1,White Spot_20241104_003734.jpg.jpg,Powdery Mildew/White Spot_20241104_003734.jpg.jpg,db7696bdf0881dc31e0eede813521d0d23c9abae3524d3bc9fa429526c24e022,3,622,,,
8,support,Powdery Mildew,1,White Spot_20241104_014338.jpg.jpg,Powdery Mildew/White Spot_20241104_014338.jpg.jpg,ea8e7a22f48e632b766cb8b8bb10a3087043388347a915ac4efed4e6a34ed60f,3,622,,,
9,support,Powdery Mildew,1,White Spot_IMG_20241108_184833.jpg.jpg,Powdery Mildew/White Spot_IMG_20241108_184833.jpg.jpg,ccb408c5d80482cc4a58591c1467c0e03b6c24cff27f53bffa1126de19b8b447,3,622,,,
10,support,Shot Hole Leaf,2,Spot Leaf_IMG_20241103_194956.jpg.jpg,Shot Hole Leaf/Spot Leaf_IMG_20241103_194956.jpg.jpg,7fa1bc88a776db302804c06ea5731c1a0e46ae51300d8bf033a9e96158099aba,3,622,,,
11,support,Shot Hole Leaf,2,Spot Leaf_IMG_20241108_193718.jpg.jpg,Shot Hole Leaf/Spot Leaf_IMG_20241108_193718.jpg.jpg,23b2e1c94823e2d87f6ef5ab1c0a1846c32427374416132cab2c31886abca0a7,3,622,,,
12,support,Shot Hole Leaf,2,Spot Leaf_IMG_20241108_193701.jpg.jpg,Shot Hole Leaf/Spot Leaf_IMG_20241108_193701.jpg.jpg,54004b2567b18ab284d3ec45117f59bd0d49b4cf70c901a171fe7b16aa293c72,3,622,,,
13,support,Shot Hole Leaf,2,Spot Leaf_IMG_20241103_191346.jpg.jpg,Shot Hole Leaf/Spot Leaf_IMG_20241103_191346.jpg.jpg,65ecf665beb8163982b96e81d921f3a7738ebad8d22e3b5bba76f1b203c205a9,3,622,,,
14,support,Shot Hole Leaf,2,Spot Leaf_20241103_195536.jpg.jpg,Shot Hole Leaf/Spot Leaf_20241103_195536.jpg.jpg,36afcbccfe8aefd34c3a9b09a7135697da83e6e3e26b2cf0c14c79d7a159766a,3,622,,,
15,support,Yellow Leaf,3,Yellow Leaf_20241108_191343.jpg.jpg,Yellow Leaf/Yellow Leaf_20241108_191343.jpg.jpg,2d7aac4e768ee50b51ac2b7230b1d2632ae802b41cc2373a6cb5ec14dcb8b4db,3,622,,,
16,support,Yellow Leaf,3,Yellow Leaf_IMG_20241103_200706.jpg.jpg,Yellow Leaf/Yellow Leaf_IMG_20241103_200706.jpg.jpg,f4a677f27d349d0e4f1434c2f724641e1ca8d4de295b28911be0ae62bef39734,3,622,,,
17,support,Yellow Leaf,3,Yellow Leaf_20241103_200355.jpg.jpg,Yellow Leaf/Yellow Leaf_20241103_200355.jpg.jpg,4100816610f9dc9d253faf46deef40b2ca7d114d32ba8a8de95572b7c2624836,3,622,,,
18,support,Yellow Leaf,3,Yellow Leaf_IMG_20241109_195206.jpg.jpg,Yellow Leaf/Yellow Leaf_IMG_20241109_195206.jpg.jpg,57aad39005c737c0e6a1ed19ade1f30e2427230f6a03ff6d2634eeb16818805f,3,622,,,
19,support,Yellow Leaf,3,Yellow Leaf_20241103_224237.jpg.jpg,Yellow Leaf/Yellow Leaf_20241103_224237.jpg.jpg,75bbe3e2e890b29c5d43930ad3289d99639209eed39adb86cbf4a8caa5e4a53a,3,622,,,
