index,split,class,label,file,relative_path,image_sha256,run,seed,support_id,query_id,sequence_group
0,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182614.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182614.jpg.jpg,1b0c22955a591f26fd6ea5dd0bd519bebfc98ad959d72da3be7e2e16face3d33,2,621,,,
1,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182118.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182118.jpg.jpg,eea03de2ed7982c574827cd253c12c5931c226d9de0ee30d0f552dc8f80c7d92,2,621,,,
2,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_185536.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_185536.jpg.jpg,1e07457905397ec2a94d49495b4212a909977b4ce2250e20917c5f59d7101787,2,621,,,
3,support,Healthy Leaf,0,Healthy Leaf_20241104_183630.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183630.jpg.jpg,881b21913fc891a890124c0da44db15cec4f2910e273620d6292e46aeca42d39,2,621,,,
4,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_191050.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_191050.jpg.jpg,8de239ea83b0fd7e9e2ffd632800428931c95f600787c399969b996e26ce256f,2,621,,,
5,support,Powdery Mildew,1,White Spot_20241104_005057.jpg.jpg,Powdery Mildew/White Spot_20241104_005057.jpg.jpg,24d607a5cc4688acf459db24efba9caae3bccc86273a85d36b3a8012d85c9f87,2,621,,,
6,support,Powdery Mildew,1,White Spot_IMG_20241108_184318.jpg.jpg,Powdery Mildew/White Spot_IMG_20241108_184318.jpg.jpg,d88c586dc6781d6c80b08bc4b10a3cadc1ee699ae2b1de158e736935b5ea62c2,2,621,,,
7,support,Powdery Mildew,1,White Spot_IMG_20241108_184205.jpg.jpg,Powdery Mildew/White Spot_IMG_20241108_184205.jpg.jpg,8ea709c4f41306339edbb6834f2dea83ae40e447eaa5a1d80d23187417e41893,2,621,,,
8,support,Powdery Mildew,1,White Spot_IMG_20241108_185907.jpg.jpg,Powdery Mildew/White Spot_IMG_20241108_185907.jpg.jpg,68a66903d1ca4b91df0dbf769b904642bd3f7af22437cb3d6f3784b0709eadc4,2,621,,,
9,support,Powdery Mildew,1,White Spot_20241104_005703.jpg.jpg,Powdery Mildew/White Spot_20241104_005703.jpg.jpg,83511531020f000cadf9f671703f109042a6e7ee6580b9357183a58077d593fc,2,621,,,
10,support,Shot Hole Leaf,2,Spot Leaf_IMG_20241103_195451.jpg.jpg,Shot Hole Leaf/Spot Leaf_IMG_20241103_195451.jpg.jpg,fdda8dff3527b607ba97d70e5f185bd28e516612ed2955be8030f47ef7f32dc8,2,621,,,
11,support,Shot Hole Leaf,2,Spot Leaf_IMG_20241103_195430.jpg.jpg,Shot Hole Leaf/Spot Leaf_IMG_20241103_195430.jpg.jpg,57ff995ade01e7146f13fe49b1ed1add1053fcb43ac67fd1d931c2d219beb700,2,621,,,
12,support,Shot Hole Leaf,2,Spot Leaf_20241103_194953.jpg.jpg,Shot Hole Leaf/Spot Leaf_20241103_194953.jpg.jpg,0bb70252fc9597312845b438a4295644d865541718509df4e8db3334bf320bbf,2,621,,,
13,support,Shot Hole Leaf,2,Spot Leaf_20241103_191636.jpg.jpg,Shot Hole Leaf/Spot Leaf_20241103_191636.jpg.jpg,7ddf1d0ddb068a75dc5710f9ee3436c7c051dd612c99c4da99c1ea8df89e6d0f,2,621,,,
14,support,Shot Hole Leaf,2,Spot Leaf_IMG_20241103_191944.jpg.jpg,Shot Hole Leaf/Spot Leaf_IMG_20241103_191944.jpg.jpg,ad87c791e731dd8968609a1ed4d7ca001009c027cfd3419484b0b1aca4da9714,2,621,,,
15,support,Yellow Leaf,3,Yellow Leaf_IMG_20241103_200608.jpg.jpg,Yellow Leaf/Yellow Leaf_IMG_20241103_200608.jpg.jpg,ecd27128f2ecbee51553d202447ab66725a4635915ec7495273031b83f96b3e6,2,621,,,
16,support,Yellow Leaf,3,Yellow Leaf_IMG_20241103_200411.jpg.jpg,Yellow Leaf/Yellow Leaf_IMG_20241103_200411.jpg.jpg,baf51e228f33da73318eb7cb15e3e46fcfcf6cedcae5f26413fbd2f5332a5c39,2,621,,,
17,support,Yellow Leaf,3,Yellow Leaf_IMG_20241103_200802.jpg.jpg,Yellow Leaf/Yellow Leaf_IMG_20241103_200802.jpg.jpg,1e5946ed071ca0b4494271116410c7ed33348c33230ceb57f2254fadf5f48a59,2,621,,,
18,support,Yellow Leaf,3,Yellow Leaf_20241103_200916.jpg.jpg,Yellow Leaf/Yellow Leaf_20241103_200916.jpg.jpg,f8122cd88b5b5c6cd2038d49bc739de4b47da2b377565b4000853eadcbff5ef4,2,621,,,
19,support,Yellow Leaf,3,Yellow Leaf_IMG_20241109_194744.jpg.jpg,Yellow Leaf/Yellow Leaf_IMG_20241109_194744.jpg.jpg,32cd00336b126c9d63333b1f21c89f5561aa1e08561619ce684eb573a677cfa3,2,621,,,
