index,split,class,label,file,relative_path,image_sha256,run,seed,support_id,query_id,sequence_group
0,support,Healthy Leaf,0,Healthy Leaf_20241104_184607.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_184607.jpg.jpg,8f95482088599f19002e8f7d137694ee3a389f9f4b7a59d188aea393c9a2a6bf,4,623,,,
1,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_191214.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_191214.jpg.jpg,926d5e81142c0bee4ceb5e7498f01a1f8d9f1c931e74803613e6ea8af1f875b2,4,623,,,
2,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_191709_1.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_191709_1.jpg.jpg,8432eca53b82f6dba8d45c713eacc4ff6ee2ef6622e043cf8243371097270c28,4,623,,,
3,support,Powdery Mildew,1,White Spot_IMG_20241108_185738.jpg.jpg,Powdery Mildew/White Spot_IMG_20241108_185738.jpg.jpg,ec42ea36d3c58255c5353b686f355157b5cbf84831668afe23a2a9892028a0fe,4,623,,,
4,support,Powdery Mildew,1,White Spot_20241104_012314.jpg.jpg,Powdery Mildew/White Spot_20241104_012314.jpg.jpg,5f34290ef811c6dd56687ab8163694b5bb6795bc378bf52da930f321c6b8f2ad,4,623,,,
5,support,Powdery Mildew,1,White Spot_20241104_012450.jpg.jpg,Powdery Mildew/White Spot_20241104_012450.jpg.jpg,a29615a1c0b6b64f86c5efd25d445b86db8452c5e833bc910fccdbe3508f80f8,4,623,,,
6,support,Shot Hole Leaf,2,Spot Leaf_20241103_191651.jpg.jpg,Shot Hole Leaf/Spot Leaf_20241103_191651.jpg.jpg,6fcc48fc7bc538becc58957d7885d960dbb79b009189d99423b3b5fdd548e1af,4,623,,,
7,support,Shot Hole Leaf,2,Spot Leaf_IMG_20241108_193752.jpg.jpg,Shot Hole Leaf/Spot Leaf_IMG_20241108_193752.jpg.jpg,547fb9dd1b59145480d94769c7f0cd28de9c2a5088116d5953242a765c5b28cc,4,623,,,
8,support,Shot Hole Leaf,2,Spot Leaf_IMG_20241103_195807.jpg.jpg,Shot Hole Leaf/Spot Leaf_IMG_20241103_195807.jpg.jpg,a762268ca0534c00670b14b7a238fc134dff9d1ccc22dbd37689309e4b67c2be,4,623,,,
9,support,Yellow Leaf,3,Yellow Leaf_20241103_201116.jpg.jpg,Yellow Leaf/Yellow Leaf_20241103_201116.jpg.jpg,eeda74fca08c9076305c60160a4ea40743bccb7fa215309b9fa2aebb1135603d,4,623,,,
10,support,Yellow Leaf,3,Yellow Leaf_20241103_224220.jpg.jpg,Yellow Leaf/Yellow Leaf_20241103_224220.jpg.jpg,e97124afc3c9dcc486f9f38fd0a75f29b5143048178642da7847151530918ba2,4,623,,,
11,support,Yellow Leaf,3,Yellow Leaf_IMG_20241103_200707.jpg.jpg,Yellow Leaf/Yellow Leaf_IMG_20241103_200707.jpg.jpg,2d164c213f3e75288ede226422695be6879b0cf857b82ee66a24b98abf337eb9,4,623,,,
