index,split,class,label,file,relative_path,image_sha256,run,seed,support_id,query_id,sequence_group
0,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_191337.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_191337.jpg.jpg,6e2afda72ebd022374ba21e557aa9acce66937cd6dd273a4d6c667bb837c8d8a,1,620,,,
1,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_181815.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_181815.jpg.jpg,2b62d72b0366cf768483ddf411f9d971039ad717759afd32d311b87e8570ef68,1,620,,,
2,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_185433.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_185433.jpg.jpg,1d51204d4d83ca518ad6c682835b50da32646f030fea3f6449cca70a3e7a41dd,1,620,,,
3,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_185751.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_185751.jpg.jpg,3a694a4782821370575a6ee3ea1fd6bb6f7a21e839a07fde59823a5b63693788,1,620,,,
4,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_184432.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_184432.jpg.jpg,ce6d1e1438470cec87dd9cc0425499ffc1e4b91894820a1a7131389d40cd37fb,1,620,,,
5,support,Powdery Mildew,1,White Spot_20241104_012317.jpg.jpg,Powdery Mildew/White Spot_20241104_012317.jpg.jpg,edd9f761bbae07f0ff77a889f9f4afd5fa0636425e48424da4407038bd325b54,1,620,,,
6,support,Powdery Mildew,1,White Spot_IMG_20241108_184413.jpg.jpg,Powdery Mildew/White Spot_IMG_20241108_184413.jpg.jpg,7336b72308b02cbed0ce3d8431df1827103f5603f1e4fe3435bd833b5eff0e13,1,620,,,
7,support,Powdery Mildew,1,White Spot_20241104_004541.jpg.jpg,Powdery Mildew/White Spot_20241104_004541.jpg.jpg,5ebc626451f5d25a193080f8a1930cafbfaaa94dbb64bf3ec5efaf72c6eba827,1,620,,,
8,support,Powdery Mildew,1,White Spot_20241104_003746.jpg.jpg,Powdery Mildew/White Spot_20241104_003746.jpg.jpg,39d96cc0dbe9082e91ef9d1fd505175f26e7a32324bdb25551e504d76f34c670,1,620,,,
9,support,Powdery Mildew,1,White Spot_IMG_20241108_184106.jpg.jpg,Powdery Mildew/White Spot_IMG_20241108_184106.jpg.jpg,96b37fcfa02a54d310676a2610cedafa44bdadbe3bfda2936327f2c2d219a5b7,1,620,,,
10,support,Shot Hole Leaf,2,Spot Leaf_IMG_20241103_195653.jpg.jpg,Shot Hole Leaf/Spot Leaf_IMG_20241103_195653.jpg.jpg,6bad8a1a24000f6e04b219eb36ec5cab2380d32848d188a18593abc5d264760d,1,620,,,
11,support,Shot Hole Leaf,2,Spot Leaf_IMG_20241103_195615.jpg.jpg,Shot Hole Leaf/Spot Leaf_IMG_20241103_195615.jpg.jpg,bec5a88692db10dc48a698d528e4f10d294e193cb0a67e7a4dd267358244d0d2,1,620,,,
12,support,Shot Hole Leaf,2,Spot Leaf_20241103_194015.jpg.jpg,Shot Hole Leaf/Spot Leaf_20241103_194015.jpg.jpg,7e9d871ed61970d819930ceb2ff51dbceea193970d76486f50c60ae8d2149b1b,1,620,,,
13,support,Shot Hole Leaf,2,Spot Leaf_IMG_20241103_191755.jpg.jpg,Shot Hole Leaf/Spot Leaf_IMG_20241103_191755.jpg.jpg,c72999c67cb27459f8b3cee0f4fca18baa02d5ac1ff1593c204600fa414607e7,1,620,,,
14,support,Shot Hole Leaf,2,Spot Leaf_20241103_192253.jpg.jpg,Shot Hole Leaf/Spot Leaf_20241103_192253.jpg.jpg,4a8c525161ec4c2335fa037ffa99f622eb9ce07826a490ad8195969a6a17997c,1,620,,,
15,support,Yellow Leaf,3,Yellow Leaf_20241108_183230.jpg.jpg,Yellow Leaf/Yellow Leaf_20241108_183230.jpg.jpg,bba539f7b070cda367c39d0c3ec89959cdcbd53e0b249a992455b9f0e381cec9,1,620,,,
16,support,Yellow Leaf,3,Yellow Leaf_20241108_191037.jpg.jpg,Yellow Leaf/Yellow Leaf_20241108_191037.jpg.jpg,c464bc4b7fa663c81f065ee49e8c222d3adbb2375614bb631d006f1baaa27eb7,1,620,,,
17,support,Yellow Leaf,3,Yellow Leaf_IMG_20241103_200639.jpg.jpg,Yellow Leaf/Yellow Leaf_IMG_20241103_200639.jpg.jpg,7ac3a176387e9a3d175f43630a418f5bb06c243a88037193fed1f31a24427d33,1,620,,,
18,support,Yellow Leaf,3,Yellow Leaf_IMG_20241109_200049.jpg.jpg,Yellow Leaf/Yellow Leaf_IMG_20241109_200049.jpg.jpg,165c456044e6c1b7411e36261d5bebd5a8760ed3600d75165fac5d7145f0e2a2,1,620,,,
19,support,Yellow Leaf,3,Yellow Leaf_IMG_20241109_194700.jpg.jpg,Yellow Leaf/Yellow Leaf_IMG_20241109_194700.jpg.jpg,0074dd1feccae8a92ea64e1d12611624b5ad01daca3b394ea61880b8ddd9f943,1,620,,,
