index,split,class,label,file,relative_path,image_sha256,run,seed,support_id,query_id,sequence_group
0,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182614.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182614.jpg.jpg,1b0c22955a591f26fd6ea5dd0bd519bebfc98ad959d72da3be7e2e16face3d33,2,621,,,
1,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_182118.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_182118.jpg.jpg,eea03de2ed7982c574827cd253c12c5931c226d9de0ee30d0f552dc8f80c7d92,2,621,,,
2,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_185536.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_185536.jpg.jpg,1e07457905397ec2a94d49495b4212a909977b4ce2250e20917c5f59d7101787,2,621,,,
3,support,Healthy Leaf,0,Healthy Leaf_20241104_183630.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_183630.jpg.jpg,881b21913fc891a890124c0da44db15cec4f2910e273620d6292e46aeca42d39,2,621,,,
4,support,Healthy Leaf,0,Healthy Leaf_IMG_20241104_191050.jpg.jpg,Healthy Leaf/Healthy Leaf_IMG_20241104_191050.jpg.jpg,8de239ea83b0fd7e9e2ffd632800428931c95f600787c399969b996e26ce256f,2,621,,,
5,support,Healthy Leaf,0,Healthy Leaf_20241104_192603.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_192603.jpg.jpg,1c8737e4ed1dbdb3c3ac73806ce1aca107582607bc26c55ad9a082a52eab39cd,2,621,,,
6,support,Healthy Leaf,0,Healthy Leaf_20241104_184126.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_184126.jpg.jpg,1f3e44852e759b048cb9f038a56309fb9e344d428c4cade2c77fb0aad35544c7,2,621,,,
7,support,Healthy Leaf,0,Healthy Leaf_20241104_190731.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_190731.jpg.jpg,ffb696fd496bbbf943d3a1942f6cf8e62b9a672f900e7cfde01005d382f09944,2,621,,,
8,support,Healthy Leaf,0,Healthy Leaf_20241104_192508.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_192508.jpg.jpg,6f9849f4cd740813ccdcaa5abf84064e4734568996891a89463bcb96179a5343,2,621,,,
9,support,Healthy Leaf,0,Healthy Leaf_20241104_190650.jpg.jpg,Healthy Leaf/Healthy Leaf_20241104_190650.jpg.jpg,4e3350c6abbca2dcc37cf04f0f1d77c4782c60f4b3797d7c051cf9f2cc6924c1,2,621,,,
10,support,Powdery Mildew,1,White Spot_20241104_005057.jpg.jpg,Powdery Mildew/White Spot_20241104_005057.jpg.jpg,24d607a5cc4688acf459db24efba9caae3bccc86273a85d36b3a8012d85c9f87,2,621,,,
11,support,Powdery Mildew,1,White Spot_IMG_20241108_184318.jpg.jpg,Powdery Mildew/White Spot_IMG_20241108_184318.jpg.jpg,d88c586dc6781d6c80b08bc4b10a3cadc1ee699ae2b1de158e736935b5ea62c2,2,621,,,
12,support,Powdery Mildew,1,White Spot_IMG_20241108_184205.jpg.jpg,Powdery Mildew/White Spot_IMG_20241108_184205.jpg.jpg,8ea709c4f41306339edbb6834f2dea83ae40e447eaa5a1d80d23187417e41893,2,621,,,
13,support,Powdery Mildew,1,White Spot_IMG_20241108_185907.jpg.jpg,Powdery Mildew/White Spot_IMG_20241108_185907.jpg.jpg,68a66903d1ca4b91df0dbf769b904642bd3f7af22437cb3d6f3784b0709eadc4,2,621,,,
14,support,Powdery Mildew,1,White Spot_20241104_005703.jpg.jpg,Powdery Mildew/White Spot_20241104_005703.jpg.jpg,83511531020f000cadf9f671703f109042a6e7ee6580b9357183a58077d593fc,2,621,,,
15,support,Powdery Mildew,1,White Spot_IMG_20241108_183405.jpg.jpg,Powdery Mildew/White Spot_IMG_20241108_183405.jpg.jpg,fb2cde7fea54d59aabe104d30342c00d1d7d5152ec66a2691961de2b6222d897,2,621,,,
